name,baseType,weighted_listings,total_listings,max_listings,total_count,leagues_seen,avg_weighted_listings
Fresh Meat Support,Fresh Meat Support,2763.2000000000003,5934,2382,658,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",690.8000000000001
Guardian's Blessing Support,Guardian's Blessing Support,4122.5,9051,2768,864,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1030.625
Exsanguinate of Transmission,Exsanguinate of Transmission,2173.85,3947,1583,678,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",543.4625
Ethereal Knives of the Massacre,Ethereal Knives of the Massacre,1282.75,2399,819,476,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",320.6875
Bear Trap of Skewers,Bear Trap of Skewers,871.35,1672,371,262,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",217.8375
Eviscerate,Eviscerate,4066.45,9599,4004,874,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1016.6125
Unleash Support,Unleash Support,6146.100000000001,10267,3105,1210,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1536.5250000000003
Sadism Support,Sadism Support,2401.3,5056,2222,533,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",600.325
Ball Lightning of Static,Ball Lightning of Static,1836.0,3862,1460,515,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",459.0
Frozen Legion,Frozen Legion,4328.150000000001,8648,3500,978,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1082.0375000000001
Wild Strike,Wild Strike,7709.5,12384,3794,1005,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1927.375
Shockwave Support,Shockwave Support,5275.150000000001,9191,2477,899,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1318.7875000000001
Venom Gyre,Venom Gyre,6994.0,12194,3981,1274,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1748.5
Hexblast,Hexblast,8951.75,18956,4388,1614,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",2237.9375
Voltaxic Burst,Voltaxic Burst,5462.75,10360,3927,1058,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1365.6875
Destructive Link,Destructive Link,4523.7,8599,3374,942,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1130.925
Eternal Blessing Support,Eternal Blessing Support,5489.649999999999,10952,2848,1030,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1372.4124999999997
Controlled Blaze Support,Controlled Blaze Support,2427.75,5039,2039,579,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",606.9375
Vaal Blade Flurry,Vaal Blade Flurry,3318.2000000000003,6602,4392,768,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",829.5500000000001
Vaal Absolution,Vaal Absolution,3946.75,7910,5076,757,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",986.6875
Boneshatter of Carnage,Boneshatter of Carnage,2135.8,3912,1562,677,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",533.95
Perforate of Duality,Perforate of Duality,1295.6,2407,920,571,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",323.9
Ice Crash of Cadence,Ice Crash of Cadence,1649.0500000000004,3024,912,625,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",412.2625000000001
Caustic Arrow of Poison,Caustic Arrow of Poison,1682.9500000000003,3073,890,684,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",420.73750000000007
Sunder of Earthbreaking,Sunder of Earthbreaking,2621.35,4861,2143,723,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",655.3375
Arc of Surging,Arc of Surging,1560.4499999999998,3080,1320,468,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",390.11249999999995
Summon Flame Golem of Hordes,Summon Flame Golem of Hordes,1695.15,3007,1447,611,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",423.7875
Summon Lightning Golem of Hordes,Summon Lightning Golem of Hordes,1283.25,2428,789,338,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",320.8125
Bane of Condemnation,Bane of Condemnation,1176.9500000000003,2284,704,257,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",294.23750000000007
Tectonic Slam of Cataclysm,Tectonic Slam of Cataclysm,2707.85,4976,2375,777,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",676.9625
Flame Dash of Return,Flame Dash of Return,1119.25,2228,807,259,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",279.8125
Holy Flame Totem of Ire,Holy Flame Totem of Ire,1498.5500000000002,2704,1031,608,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",374.63750000000005
Shield Crush of the Chieftain,Shield Crush of the Chieftain,1963.1499999999999,3567,1486,664,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",490.78749999999997
Penance Brand of Conduction,Penance Brand of Conduction,1640.0,3185,1271,553,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",410.0
Ice Nova of Deep Freeze,Ice Nova of Deep Freeze,1978.9000000000003,4041,2181,444,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",494.7250000000001
Cleave of Rage,Cleave of Rage,1834.8500000000001,3447,1087,644,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",458.71250000000003
Spectral Shield Throw of Shattering,Spectral Shield Throw of Shattering,1873.6999999999998,3672,1296,694,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",468.42499999999995
Dominating Blow of Inspiring,Dominating Blow of Inspiring,1594.15,2953,1040,617,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",398.5375
Armageddon Brand of Volatility,Armageddon Brand of Volatility,1365.5,2678,1158,444,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",341.375
Raise Spectre of Transience,Raise Spectre of Transience,1585.8000000000002,3080,1087,471,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",396.45000000000005
Storm Rain of the Fence,Storm Rain of the Fence,1148.7000000000003,2156,704,485,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",287.17500000000007
Bladestorm of Uncertainty,Bladestorm of Uncertainty,1823.3,3479,937,686,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",455.825
Sacred Wisps Support,Sacred Wisps Support,2775.4000000000005,6221,2543,671,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",693.8500000000001
Ice Shot of Penetration,Ice Shot of Penetration,1489.15,2948,850,660,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",372.2875
Kinetic Blast of Clustering,Kinetic Blast of Clustering,2393.8500000000004,5180,1997,761,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",598.4625000000001
Poisonous Concoction,Poisonous Concoction,7190.699999999999,13230,4089,1370,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1797.6749999999997
Tornado,Tornado,5879.05,11510,4438,1244,"{'Hardcore Mercenaries', 'Settlers', 'Standard', 'Mercenaries'}",1469.7625
Item Quantity Support,Item Quantity Support,2050.2,2278,708,219,{'Standard'},2050.2
Awakened Empower Support,Awakened Empower Support,81.2,113,36,26,"{'Standard', 'Settlers'}",40.6
Awakened Enlighten Support,Awakened Enlighten Support,89.30000000000001,117,32,28,"{'Standard', 'Settlers'}",44.650000000000006
Awakened Enhance Support,Awakened Enhance Support,112.90000000000002,156,38,36,"{'Standard', 'Settlers'}",56.45000000000001
Awakened Multistrike Support,Awakened Multistrike Support,1078.2,1357,289,279,"{'Standard', 'Settlers', 'Mercenaries'}",359.40000000000003
Awakened Greater Multiple Projectiles Support,Awakened Greater Multiple Projectiles Support,1202.1,1623,254,282,"{'Standard', 'Settlers', 'Mercenaries'}",400.7
Awakened Spell Echo Support,Awakened Spell Echo Support,1223.3999999999999,1571,287,245,"{'Standard', 'Settlers', 'Mercenaries'}",407.79999999999995
Awakened Increased Area of Effect Support,Awakened Increased Area of Effect Support,2071.0999999999995,2822,581,322,"{'Standard', 'Settlers', 'Mercenaries'}",690.3666666666664
Awakened Fork Support,Awakened Fork Support,1681.2,2349,383,324,"{'Standard', 'Settlers', 'Mercenaries'}",560.4
Elemental Penetration Support,Elemental Penetration Support,840.3999999999999,1356,187,142,"{'Standard', 'Settlers'}",420.19999999999993
Awakened Cast On Critical Strike Support,Awakened Cast On Critical Strike Support,2811.1,4059,887,425,"{'Standard', 'Settlers', 'Mercenaries'}",937.0333333333333
Awakened Elemental Damage with Attacks Support,Awakened Elemental Damage with Attacks Support,4467.300000000001,6688,1278,938,"{'Standard', 'Settlers', 'Mercenaries'}",1489.1000000000004
Awakened Unleash Support,Awakened Unleash Support,1449.1,2112,555,242,"{'Standard', 'Settlers', 'Mercenaries'}",483.0333333333333
Awakened Lightning Penetration Support,Awakened Lightning Penetration Support,5052.799999999999,7819,2493,881,"{'Standard', 'Settlers', 'Mercenaries'}",1684.2666666666664
Awakened Brutality Support,Awakened Brutality Support,6257.5,10335,4674,932,"{'Standard', 'Settlers', 'Mercenaries'}",2085.8333333333335
Awakened Melee Physical Damage Support,Awakened Melee Physical Damage Support,5832.1,9306,3591,818,"{'Standard', 'Settlers', 'Mercenaries'}",1944.0333333333335
Awakened Unbound Ailments Support,Awakened Unbound Ailments Support,5167.500000000001,8040,3030,738,"{'Standard', 'Settlers', 'Mercenaries'}",1722.5000000000002
Awakened Added Cold Damage Support,Awakened Added Cold Damage Support,6051.400000000001,9717,4034,876,"{'Standard', 'Settlers', 'Mercenaries'}",2017.1333333333334
Awakened Void Manipulation Support,Awakened Void Manipulation Support,5140.799999999999,8071,2710,816,"{'Standard', 'Settlers', 'Mercenaries'}",1713.5999999999997
Awakened Minion Damage Support,Awakened Minion Damage Support,6197.0,9767,4013,927,"{'Standard', 'Settlers', 'Mercenaries'}",2065.6666666666665
Awakened Elemental Focus Support,Awakened Elemental Focus Support,4904.0,7312,2035,854,"{'Standard', 'Settlers', 'Mercenaries'}",1634.6666666666667
Barrage Support,Barrage Support,5169.999999999999,8440,2214,841,"{'Standard', 'Settlers', 'Mercenaries'}",1723.333333333333
Awakened Arrow Nova Support,Awakened Arrow Nova Support,1434.0,2047,707,210,"{'Standard', 'Settlers', 'Mercenaries'}",478.0
Icicle Mine of Fanning,Icicle Mine of Fanning,1110.4000000000003,2397,927,256,"{'Standard', 'Settlers', 'Mercenaries'}",370.13333333333344
Awakened Added Lightning Damage Support,Awakened Added Lightning Damage Support,5363.700000000001,8365,3124,892,"{'Standard', 'Settlers', 'Mercenaries'}",1787.9000000000003
Awakened Generosity Support,Awakened Generosity Support,2500.5999999999995,3505,865,364,"{'Standard', 'Settlers', 'Mercenaries'}",833.5333333333332
Awakened Swift Affliction Support,Awakened Swift Affliction Support,5079.5,7750,2581,848,"{'Standard', 'Settlers', 'Mercenaries'}",1693.1666666666667
Awakened Fire Penetration Support,Awakened Fire Penetration Support,5922.0,9542,4180,809,"{'Standard', 'Settlers', 'Mercenaries'}",1974.0
Summon Reaper of Revenants,Summon Reaper of Revenants,1039.0,2031,835,337,"{'Standard', 'Settlers', 'Mercenaries'}",346.3333333333333
Awakened Cast While Channelling Support,Awakened Cast While Channelling Support,2252.2999999999997,3315,1051,332,"{'Standard', 'Settlers', 'Mercenaries'}",750.7666666666665
Awakened Hextouch Support,Awakened Hextouch Support,2680.7,3835,1114,365,"{'Standard', 'Settlers', 'Mercenaries'}",893.5666666666666
Awakened Blasphemy Support,Awakened Blasphemy Support,2305.9000000000005,3275,1054,372,"{'Standard', 'Settlers', 'Mercenaries'}",768.6333333333336
Awakened Spell Cascade Support,Awakened Spell Cascade Support,1299.5000000000002,1960,451,215,"{'Standard', 'Settlers', 'Mercenaries'}",433.16666666666674
Awakened Melee Splash Support,Awakened Melee Splash Support,6075.1,9749,4041,909,"{'Standard', 'Settlers', 'Mercenaries'}",2025.0333333333335
Awakened Controlled Destruction Support,Awakened Controlled Destruction Support,6951.900000000001,10778,4394,1027,"{'Standard', 'Settlers', 'Mercenaries'}",2317.3
Block Chance Reduction Support,Block Chance Reduction Support,728.9,1063,135,109,"{'Standard', 'Settlers', 'Mercenaries'}",242.96666666666667
Awakened Added Chaos Damage Support,Awakened Added Chaos Damage Support,5690.8,9187,4001,845,"{'Standard', 'Settlers', 'Mercenaries'}",1896.9333333333334
Pyroclast Mine of Sabotage,Pyroclast Mine of Sabotage,1185.6000000000001,2495,1027,284,"{'Standard', 'Settlers', 'Mercenaries'}",395.20000000000005
Lightning Spire Trap of Zapping,Lightning Spire Trap of Zapping,962.7,1874,716,221,"{'Standard', 'Settlers', 'Mercenaries'}",320.90000000000003
Bloodthirst Support,Bloodthirst Support,3479.5,6351,2016,645,"{'Standard', 'Settlers', 'Mercenaries'}",1159.8333333333333
Cursed Ground Support,Cursed Ground Support,2657.0,5273,2013,525,"{'Standard', 'Settlers', 'Mercenaries'}",885.6666666666666
Vaal Breach,Vaal Breach,1270.5,2030,1113,208,"{'Standard', 'Settlers'}",635.25
